"","X","if.bias","pi.bias","if2.bias","pi2.bias","delta"
"266",66,0.170805120217305,0.00321743515124256,0.105528818035265,-0.0095579741598374,1.5
"267",67,-0.165602659682807,-0.070639705032929,-0.126432445392431,-0.00657559918369904,1.5
"268",68,0.0137678091089663,-0.114833618428787,0.0479214781835422,-0.0381788285233924,1.5
"269",69,-0.158888129697809,-0.0445562346773686,-0.0301953187532836,0.0310516593537458,1.5
"270",70,-0.0419277757229973,-0.0181961573377254,0.0162803894778974,0.0377225988471954,1.5
"271",71,0.0913966736235534,-0.00662476794767364,0.102658867156469,0.0347857281200492,1.5
"272",72,0.0774865602762417,-0.02800791497743,0.0870025679995793,-0.00162248290349841,1.5
"273",73,-0.00948728592838366,-0.075283631602396,0.0161930844507922,-0.00542712670235821,1.5
"274",74,0.114130980737749,-0.0299997239320877,0.0609909675665163,0.00341924611915531,1.5
"275",75,-0.0451530483466399,-0.0910301502368112,0.0121394616678572,0.00473242170958008,1.5
"276",76,-0.0742355863202732,-0.0363526729911913,-0.029895798596288,0.0278685877275523,1.5
"277",77,0.0616310087493617,-0.0540675550785778,0.0132135764149048,-0.0219216638598018,1.5
"278",78,0.0812403974461058,-0.00349993089938444,0.10282120433417,0.046614222355342,1.5
"279",79,-0.026991808200071,-0.00793762300812495,-0.058259418241987,0.00978839478058704,1.5
"280",80,-0.181508477454556,-0.129578216418605,-0.0975628184890025,-0.0279601626032613,1.5
"281",81,-0.0675101365403288,-0.03494908913237,-0.129769125144882,-0.0265248185241756,1.5
"282",82,0.0790451793201318,-0.0606431748442721,0.0633521481598344,0.0325130103368425,1.5
"283",83,0.161411904596841,0.0319101787893267,0.0672901139197605,0.0414696425101078,1.5
"284",84,-0.120798580933904,-0.0836449755087776,-0.130141907807875,-0.0151740542392891,1.5
"285",85,-0.0115905274571492,-0.0762096638295088,0.0239066272997385,-0.00841347084172697,1.5
"286",86,-0.181932614799585,-0.0689314480400467,-0.133568336760953,-0.0186147730161874,1.5
"287",87,0.195251713848863,-0.0690607104947522,0.220965936235751,-0.0016566216985774,1.5
"288",88,0.134288649621406,-0.0591899320518344,0.113800767830448,0.00519543297727259,1.5
"289",89,-0.0839280080197075,-0.0515666301444045,-0.060775764265604,-0.0207625503361641,1.5
"290",90,0.0843034656197246,-0.0253879141910618,0.0677172544497931,0.0012165084829902,1.5
"291",91,0.130283343320937,0.0164358732372928,0.0449292528451681,0.00263398070999579,1.5
"292",92,0.023845716705222,-0.0214367572436642,0.00764048417174312,0.0143674468142382,1.5
"293",93,0.0446611640657267,0.000854601967603119,0.0160095181740477,-0.00213423828210216,1.5
"294",94,0.0457126252423389,-0.108322362875611,0.0861046168428626,-0.0178179581532505,1.5
"295",95,0.228665312230203,-0.00594981727420357,0.149782522553502,0.0561667896499953,1.5
"296",96,0.0091129662005916,-0.0313273858952479,0.0509569621348602,-0.00125704792144847,1.5
"297",97,0.208903216424851,-0.00846306544582276,0.10523013496039,-0.020489232740611,1.5
"298",98,0.115407727399268,-0.0361499100539538,0.137005038850382,-0.014024511742019,1.5
"299",99,0.243752561593939,-0.0405234121898107,0.153297247877568,-0.0030505524491553,1.5
"300",100,-0.106339530351956,-0.0133488388384869,-0.084526685513494,-0.0208376627047157,1.5
"301",1,0.135129189598134,-0.00587071994255411,0.0752417251147478,0.0105013860527949,2
"302",2,-0.0650068168215945,-0.0306076862926477,-0.0740823024575054,0.000442000327941882,2
"303",3,0.201950506463205,-0.0342828294228698,0.157229783792667,0.0121786174845673,2
"304",4,0.0939030424107236,-0.00679021432358023,0.0442175063401366,0.0270682396320267,2
"305",5,-0.0234035858790019,-0.0537279225030367,-0.026721649067165,-0.00213257632721189,2
"306",6,0.200677619776364,-0.00838399756812613,0.104956752338362,0.00722603730702869,2
"307",7,-0.152536812848797,-0.0113466489102941,-0.0250606291850635,0.0251464447771545,2
"308",8,0.15675617077079,-0.0412897466270882,0.072340015757764,-0.0159150126728405,2
"309",9,-0.134717272951062,-0.0761794253872943,-0.173903276891864,0.0124520380837308,2
"310",10,-0.0623787308225496,-0.0948939603085864,-0.0389160903455088,-0.0187558463719118,2
"311",11,0.0108070502940101,-0.0326863727574438,-0.0261413877207708,0.012293931542729,2
"312",12,0.00417197333116714,-0.0196324643580131,-0.051590149560412,-0.0112807171447595,2
"313",13,0.159486037127209,-0.0533521301295221,0.0682761509982604,-0.0406713061604718,2
"314",14,0.163336604913877,-0.070668150150159,0.0507594237155293,-0.0377619142742564,2
"315",15,0.124730070388414,-0.0183726547862162,-0.0177427493060808,0.0124928294259357,2
"316",16,-0.0753116380639867,-0.0545997969398281,0.0661878870477589,0.0170423164506819,2
"317",17,-0.0501822274721168,-0.0820261418221959,-0.0265598106057055,-0.000748090737402958,2
"318",18,0.100456608749428,-0.0549607367365728,0.0288886847511758,-0.019162350594929,2
"319",19,0.0792365550690586,-0.0456450968301698,0.0728411687343258,0.0139367844892161,2
"320",20,0.057919224673451,-0.0546941220578563,0.0308329359660934,-0.0034997566995004,2
"321",21,0.0878589707471183,-0.0551054478721889,-0.0166083201985571,-0.00232560016401038,2
"322",22,-0.174275293529287,-0.034299462582769,-0.128925880907545,0.000448173539315828,2
"323",23,0.037830670025033,-0.00976932181998136,-0.0122379215828432,0.00216343330522861,2
"324",24,0.043173045212624,-0.13015830281591,0.01663432793995,-0.030303725203293,2
"325",25,-0.219776883649217,-0.0787970970787769,-0.0830096248899862,0.00712625376273642,2
"326",26,-0.327238979576309,-0.069605752629499,-0.175946474406133,-0.0206245547073516,2
"327",27,-0.115834683164091,-0.0220356619782937,-0.0494722696121362,-0.00741753547880104,2
"328",28,0.0422855807711754,-0.0659777679960457,0.0336236693807099,-0.011817394932167,2
"329",29,0.0799170534886213,-0.105535330880475,0.030222579004936,-0.0296985167803394,2
"330",30,0.176717986501572,-0.0975399641231425,0.0801722688271856,-0.0427047075152823,2
"331",31,-0.150871106928732,-0.0523434676542802,-0.0530799847703772,0.00736803228001979,2
"332",32,-0.0812147154488631,-0.0137805139766028,-0.0500216340334416,0.0332240687311672,2
"333",33,-0.00266453333128464,-0.0659031901201068,-0.00300836458272365,-0.00903800286568091,2
"334",34,-0.012597758989581,0.0174582691763467,-0.0203746379977115,-0.00781227807416778,2
"335",35,-0.0301566104071209,-0.00823747512791689,-0.0314870440671614,0.00278773097383441,2
"336",36,0.0854003149808726,-0.0527183150150275,0.0362876773324523,-0.00330679785283531,2
"337",37,-0.0911864005788536,-0.0690615064115633,-0.10802628737561,-0.00723596424044898,2
"338",38,-0.159565082506636,-0.0693444413157133,-0.0238079576487076,0.0144847985302826,2
"339",39,-0.14812219028441,-0.0846574875544364,-0.0571596365457095,-0.0133250750971035,2
"340",40,0.246942996733346,-0.019484107791782,0.0998777398132936,0.0178171838196908,2
"341",41,0.0102697642240273,-0.108205178063987,0.0089126275008689,-0.00877298447311923,2
"342",42,-0.0678089640369985,-0.0880542661166333,0.0171204658214691,0.00509212905230362,2
"343",43,-0.144886640631026,-0.0555275317568735,-0.0729709508585972,-0.00709313738797727,2
"344",44,-0.0722707460330098,-0.0464182420142782,0.00340814328129375,-0.0185878262158539,2
"345",45,-0.021163484599628,-0.0850027181323093,0.00837693212712839,-0.0118004745032381,2
"346",46,-0.167718178803635,-0.061937434619828,-0.155267057000074,-0.0127997124404883,2
"347",47,-0.0261039606468877,-0.0292198955129229,-0.0609413529649189,-0.0150982252850708,2
"348",48,-0.0662414785408587,-0.083918062444692,0.0605888043945444,0.0173616002778279,2
"349",49,0.109565266116312,-0.0649020066482552,0.00544363477913952,-0.00505055461857442,2
"350",50,0.0676078115504534,-0.0158055280684806,0.0684869880366044,0.030001422345639,2
"351",51,-0.0195438322109732,-0.0624684045013551,-0.00697875797816361,0.00649541053221505,2
"352",52,-0.0936633264193462,-0.0256963530504179,-0.0390842056919458,0.0112156599909844,2
"353",53,0.0462086636140266,-0.0217981524553937,0.0770007485867893,0.0325242773751999,2
"354",54,0.0322942064455136,-0.0138398410543073,0.0230145803559568,0.0100549479364444,2
"355",55,0.288705458245467,-0.013555739070029,0.180426892337935,0.0196512749121976,2
"356",56,0.151672129463885,-0.016135320574541,0.142152200620737,0.0153397992596603,2
"357",57,0.00182444476887528,-0.0301693287452168,0.0336874271956995,-0.0272346732612412,2
"358",58,0.20399949801097,-0.0583609294429334,0.203462537223604,0.0375071810353657,2
"359",59,0.192205462187175,-0.0175356308382627,0.0468920823333018,-0.0130146658317882,2
"360",60,0.0140434745480967,-0.118181772302603,0.098963871035861,-0.00494742680821252,2
"361",61,0.105528110023382,-0.0255351619906593,0.021124713945636,-0.0163015724978932,2
"362",62,0.163415772445005,-0.00562012821297042,0.101741867173309,0.0351309600062314,2
"363",63,0.186590820044574,-0.0466988935135021,0.202497034514105,0.0276103105760388,2
"364",64,0.210320072892758,-0.01192293150774,0.0535248861843093,-0.00949853026559189,2
"365",65,-0.0793313291907607,-0.0814113118995551,-0.00245284962586127,-0.0113768110736701,2
"366",66,-0.0524646004164386,-0.061598564107617,-0.0449660374963951,-0.0391959263934531,2
"367",67,-0.0199108119813053,-0.0426474557852446,0.0374214372429531,0.0170609829113494,2
"368",68,0.0678160277887843,-0.0804994627325571,0.0373914406537998,-0.0118793690336201,2
"369",69,0.188427927674654,-0.0645129311770489,0.0878282535772521,0.0113615256268,2
"370",70,0.0438246904243856,-0.0874192215770652,0.087851231457311,0.00834527354236067,2
"371",71,-0.0770132637506873,-0.0607730623846523,-0.102810112466132,-0.000908728023781336,2
"372",72,0.124914170507578,-0.0311356335057263,-0.0462267983082211,0.0038708069511487,2
"373",73,0.134634443376583,-0.0921338887577987,0.0851229795198966,-0.0234834251680273,2
"374",74,-0.185130019742624,-0.0381263632129522,-0.160497640848263,0.0183718209871059,2
"375",75,0.206341593253135,-0.01031251993136,0.108890842921835,0.0252394516299897,2
"376",76,0.00123676571299486,-0.0452281516297466,0.0301467648872253,0.00824796236689752,2
"377",77,-0.0984514616731646,-0.0707088024948258,-0.0440474879074369,-0.0176454786184727,2
"378",78,0.20178554379582,-0.0701137582311626,0.0773509235044243,-0.0223162083927675,2
"379",79,0.252306350123175,-0.0731006917807187,0.162696352689259,-0.0424127957869308,2
"380",80,-0.000970459231979748,-0.0990018271906205,-0.0366076567266625,-0.00824309076460976,2
"381",81,-0.0433658126072908,-0.0352430576939825,-0.0987815249155507,-0.0258556396361594,2
"382",82,-0.0679186032369934,0.0217146602289821,-0.0601913343564772,0.0258386698802879,2
"383",83,-0.0029782232909249,-0.0364304940519352,0.0644682386637598,0.0202875716699068,2
"384",84,0.107090237665219,-0.066118539202317,0.073509453618286,0.0139318791435796,2
"385",85,0.357492021811703,-0.0360504326614979,0.20750711976297,0.0227341855915746,2
"386",86,0.156753062672688,-0.0522795221782976,0.100787768298006,-0.0249911282201571,2
"387",87,0.204889274502519,-0.0381072274930636,0.156474488046865,0.00630428613319553,2
"388",88,-0.218032995931012,-0.0736287841660704,-0.176100929514224,-0.0416581627374404,2
"389",89,-0.374406093742958,-0.0965399995259118,-0.117733177127428,0.00609552481535131,2
"390",90,0.0624404298304151,-0.0677172369842231,0.0304659845473417,0.0102241875298169,2
"391",91,0.174682728081486,-0.0705980557918308,0.0760249075392946,0.00390258227780998,2
"392",92,0.0206392108818935,-0.0195916245533219,0.0228691495213043,0.0105668739818253,2
"393",93,0.330252281246662,-0.000695365935586723,0.226928581542471,0.0153985857700697,2
"394",94,0.0110121006200575,0.0103953692046666,0.0930690830532576,0.0387289970823553,2
"395",95,-0.0262246152500088,-0.0188864987601408,-0.00983215011073062,0.0180704834598973,2
"396",96,-0.00541894165118217,-0.0737541887564115,0.00366787662649348,-0.0207870832566066,2
"397",97,-0.0649524852138317,-0.0343491328401268,-0.0480035086249999,-0.00762370822920396,2
"398",98,0.206344480846932,-0.0513826513793258,0.130868608922685,0.0228846611828145,2
"399",99,-0.264884389973732,-0.0604859469297053,-0.17299543130977,0.0163723287724965,2
"400",100,0.118185027552764,-0.108129927709861,0.0560690750038674,-0.0241969241116249,2
"401",1,0.0386632161634545,-0.067075526775579,0.0539074332057771,-0.00520872066585859,2.5
"402",2,0.0975453421021384,-0.0700416312283997,0.102197404787105,-0.00946797618398099,2.5
"403",3,-0.185849399745296,-0.0313739093958217,-0.141720615962377,-0.00810140958456875,2.5
"404",4,-0.0669907803402857,-0.0925607019039767,-0.010410444009251,-0.0175049435899314,2.5
"405",5,0.0195669047622046,-0.0661044186221214,0.0442147921874699,0.0109015265324492,2.5
"406",6,0.111191675695608,-0.0622342754962671,0.197621372608873,-0.0263230114999871,2.5
"407",7,0.148250090140277,-0.0588022561453109,0.122749368592428,0.0112509759793565,2.5
"408",8,-0.066332037668728,-0.0731117820517238,-0.0417096585357448,-0.0121254224844599,2.5
"409",9,-0.0724448401327793,-0.00796678419992347,-0.0821661191362447,0.0316527728614878,2.5
"410",10,-0.184566491972677,-0.0720646905429697,-0.0184091996925557,0.00229829679203757,2.5
"411",11,0.096062172536733,-0.0814758558276156,0.131181935380766,-0.00140382745546923,2.5
"412",12,-0.0646244610850737,-0.0674206634184404,-0.0391816702839085,-0.00186707259471018,2.5
"413",13,-0.316200899888774,-0.0647440081399103,-0.124469728036705,0.00252446102116484,2.5
"414",14,-0.0285848355061264,-0.0763247518210233,-0.0150527282871071,-0.00535433422707353,2.5
"415",15,-0.339616821151248,-0.115082935662723,-0.190484333342619,-0.0133029972935568,2.5
"416",16,0.217546482815903,-0.0619169103599145,0.0438744352703202,-0.0114877298700353,2.5
"417",17,0.0937381912815942,-0.0470776140480678,0.0162838907348418,0.0197428046640187,2.5
"418",18,-0.135561059701558,-0.064354487474566,-0.0234563575821297,0.0223078884273262,2.5
"419",19,-0.00392778558872409,-0.0343399389763404,0.0443221262376021,0.0326681431861474,2.5
"420",20,0.186523770130679,-0.0485657345942708,0.0188935595984486,-0.00327987847043342,2.5
"421",21,-0.291829861687531,-0.118237177693277,-0.0867807115193362,0.00750040362997389,2.5
"422",22,0.149475714205459,-0.0772489922005445,0.116173714191296,0.0127370793379835,2.5
"423",23,0.282301504817692,-0.0106584511939212,0.216992646525159,0.0194368299221365,2.5
"424",24,0.133299648130718,-0.0914938225679491,0.106285037641707,-0.0264237041437697,2.5
"425",25,-0.0959911246181804,-0.0459536918537982,0.0293371827493752,0.0107539548612937,2.5
"426",26,-0.091155050984472,-0.0701781719341352,-0.0688505822847136,0.00521592410769122,2.5
"427",27,0.0816622167065065,-0.0466403153035682,0.0646550288228796,0.00133052913356835,2.5
"428",28,0.0591770781953116,-0.00641832437862466,0.133486869819437,0.0234983345641187,2.5
"429",29,0.0601471230511961,-0.0551106543786165,-0.0230417906157058,-0.00733994387970119,2.5
"430",30,0.0304044161235076,-0.0758347562077805,0.0124711719591393,-0.0144526746395152,2.5
"431",31,-0.0909470292227322,-0.0656088809668182,0.0143126658935873,-0.021387201829888,2.5
"432",32,-0.0647184282300385,-0.0428781137269952,-0.00125244155446083,-0.00541290776029214,2.5
"433",33,-0.227749070753555,-0.0536479748078988,-0.0353571662574228,0.0148366336383578,2.5
"434",34,-0.140045214216406,-0.0353858035294168,-0.0467669872335145,0.0165408464331611,2.5
"435",35,0.0827502581503575,-0.0639441041451201,0.0383698540344837,0.00621418959451693,2.5
"436",36,-0.384130705814107,-0.155640250270085,-0.217006577597928,-0.0381179481160627,2.5
"437",37,0.202555693864922,-0.0946854651817349,0.154989061350068,-0.000389834064537107,2.5
"438",38,0.104088343783057,-0.0468547724975643,0.0314299890127953,-0.002399288520844,2.5
"439",39,-0.292680090486764,-0.032827675003352,-0.146078704014362,0.0162054996571028,2.5
"440",40,-0.246763379612556,-0.0932946602741309,-0.181871789547834,-0.00953165914530228,2.5
"441",41,0.0180750912536949,-0.0354031105177576,-0.00945651382520692,0.00514240715954959,2.5
"442",42,-0.180096693948202,-0.0899563285964473,-0.149441658980329,0.00390384545819299,2.5
"443",43,-0.0147708014211747,-0.0825678996715563,-0.0419629901620234,-0.00376481291735,2.5
"444",44,0.00114763986075028,-0.0631330942738463,0.0087175369370871,-0.00226321646699688,2.5
"445",45,-0.133629036984486,-0.013132882362682,-0.0706928759485219,0.029068911958527,2.5
"446",46,0.0395561455524189,-0.0686718059324132,0.0678533576698648,-0.00851312452004593,2.5
"447",47,0.0533044722103677,-0.0635074921904401,0.0226810997228371,0.00220812406686039,2.5
"448",48,-0.0681288607533029,-0.0970022963170821,-0.0720887001572294,-0.00615438555306521,2.5
"449",49,0.0395801202937848,-0.00676071780188103,-0.0810686099779438,0.00274188914642791,2.5
"450",50,-0.188378087268097,-0.066067835085964,-0.14623143112199,-0.00383843507799896,2.5
"451",51,-0.0599290487659166,-0.0706844135586733,0.0290813463364821,-0.00757280561940655,2.5
"452",52,0.0174426296791005,-0.0483666611187158,0.051748648898378,0.00276931294887211,2.5
"453",53,0.166276337139394,-0.10783038625503,0.0175118438078904,-0.00592317620362099,2.5
"454",54,0.123516625164489,-0.087603210608323,0.0619570470540924,-0.00262200879871527,2.5
"455",55,-0.0480377731830999,-0.116268439273758,0.0166358791943329,-0.0291552197405965,2.5
"456",56,-0.17144113433136,-0.0985951345679206,0.0104235620603392,-0.0189737901983184,2.5
"457",57,0.194385524405754,-0.0342105029575193,0.094502748039656,-2.18459385763915e-05,2.5
"458",58,-0.21341565082256,-0.0284275501089383,-0.062341188115658,-0.0111158452030659,2.5
"459",59,-0.0540299718397662,-0.0881179921884186,0.0248765133198341,-0.0151300916703289,2.5
"460",60,-0.0138775051263472,-0.0949929042426778,-0.0679846303211195,-0.0384822705455855,2.5
"461",61,-0.0332875109775496,-0.0842216664599146,-0.140629127469271,-0.0371118263254643,2.5
"462",62,-0.134129763129255,-0.0688102419101959,-0.00495688983098443,0.0201414475599684,2.5
"463",63,0.00406193225514218,-0.0855939525795319,-0.0772312707821547,0.00614820777377593,2.5
"464",64,-0.195357817624943,-0.137162469887419,-0.111842353956971,-0.0389635330587062,2.5
"465",65,-0.360360905732481,-0.107180952302256,-0.157396493803691,-0.0192428318505839,2.5
"466",66,0.158671872528729,-0.0149350739662414,0.0419347508392264,0.023167803681761,2.5
"467",67,-0.345799076597885,-0.0481542312578694,-0.193990827455658,0.0309690486701965,2.5
"468",68,-0.0615158248178786,-0.0353438310403457,-0.0502049397369834,-0.00133488668086781,2.5
"469",69,-0.0990133256550807,-0.081389940982532,-0.100741760058595,-0.0261520386104226,2.5
"470",70,-0.153485463972402,-0.0358347436456081,-0.100762272398791,0.00563060445065407,2.5
"471",71,-0.0270917745865911,-0.0637539611391343,-0.0043607638091335,-0.0177336061890688,2.5
"472",72,-0.00972971347661411,-0.0392194531277812,0.0138666017533974,0.0235284105200809,2.5
"473",73,0.040016874962299,-0.115495915837779,-0.0259877936476904,-0.0238759992094516,2.5
"474",74,-0.12161127547916,-0.0950888170065732,-0.0531790474395322,-0.000942166471358599,2.5
"475",75,0.157088354544537,-0.0557043164380744,-0.0388944041683743,-0.0298710125820518,2.5
"476",76,0.0411261561192632,-0.0644247369275954,-0.012865193050307,-0.0121066158597616,2.5
"477",77,0.121505167389487,-0.0554048361790318,0.156688729327441,-0.0240957056055641,2.5
"478",78,-0.254613109402028,-0.0759505789050675,-0.209228273942393,-0.044826289201454,2.5
"479",79,0.331932069017057,0.0289906735153767,0.160425401925848,-0.0202398848570043,2.5
"480",80,0.180978843156054,-0.0225963482381934,0.000969368090303228,-0.00109553915411289,2.5
"481",81,0.0153295722021929,-0.0340642232185118,-0.0307459322592022,-0.00204071221362903,2.5
"482",82,0.0367004385188912,-0.0861462270322136,-0.0169260507798018,-0.007561009579859,2.5
"483",83,0.0475241342462484,-0.0544543771245651,0.0525003495805775,0.000691915479507289,2.5
"484",84,0.145840044409264,-0.0954290645028091,0.0799989705973412,0.016514157938169,2.5
"485",85,0.0968194456096203,-0.0558253932154908,0.076190676965168,-0.014669244481207,2.5
"486",86,0.184820233685522,-0.02551485556119,0.105015317466249,0.00456330413006154,2.5
"487",87,0.0670553116025293,0.0241106021243407,-0.0744227377942682,0.008238469099451,2.5
"488",88,-0.0871377699250011,-0.129637314033295,-0.0244885278082261,-0.0361260157809155,2.5
"489",89,0.00155293261919875,-0.0751380542615876,-0.0295692179406855,-0.00137317253612554,2.5
"490",90,0.0717584899967683,-0.0311553640744916,0.00249380129458932,0.00241948490999985,2.5
"491",91,0.05851330144455,-0.0757210731617578,0.027754248121621,-0.0154136102161633,2.5
"492",92,0.22920150068917,-0.0751629178942845,0.136790872545634,0.013175975200762,2.5
"493",93,0.179090765388751,-0.00876956925579475,0.081441905346183,0.0111556218538651,2.5
"494",94,-0.0545701726063106,-0.0419197601915404,-0.0349076275191336,0.0023343507764422,2.5
"495",95,-0.169913923562941,-0.0489173079407469,-0.0635099392654788,0.00208673681352511,2.5
"496",96,0.143070915002281,-0.0213669053694372,0.0872396639903655,-0.0128273796724158,2.5
"497",97,-0.00063382630807951,-0.0248865228000635,-0.0541065742417274,0.0216410734397536,2.5
"498",98,0.0210219665011003,-0.0446402139773802,0.0649220726968656,0.0105269481898503,2.5
"499",99,0.0949071295055087,-0.0804504726170947,0.114080028686522,0.00945389358959649,2.5
"500",100,-0.17651519711711,-0.0651416758650377,-0.105681882396711,-0.0327346621805479,2.5
"501",1,-0.0111290909022308,-0.0536800804932247,-0.00254198207282413,0.0200435415903152,3
"502",2,-0.243531694202909,-0.0749507600343576,-0.152777287028605,0.025981131562825,3
"503",3,-0.154321874765931,-0.0846809505963065,-0.0463296816396352,-0.00241869185265187,3
"504",4,0.221447518628208,-0.110907906987678,0.124629292102257,-0.0227020778455444,3
"505",5,0.0363681832064683,-0.0579070842198819,0.0666523892240539,0.0355056876539895,3
"506",6,0.20467520409485,-0.043822308327546,0.0768788542009863,0.00387553156966956,3
"507",7,-0.334737463195195,-0.0315076195587736,-0.205970639023799,0.0134530936390657,3
"508",8,-0.0707129776871661,-0.0786127132485046,-0.0804017034462192,-0.00451251975603991,3
"509",9,0.468431721439229,-0.0514541001982483,0.16220539501883,-0.00312844527493518,3
"510",10,-0.156905431870657,-0.060831876734774,-0.0671870390032356,0.0153096957250053,3
"511",11,0.193770057525865,-0.0396163906807969,0.0256298226578824,0.0277586138638837,3
"512",12,-0.130909717130041,-0.0682916065107623,0.0509300498809409,0.0178385975755064,3
"513",13,0.0337732731953777,-0.154545487288332,0.0940276803946951,-0.0457335195001509,3
"514",14,0.136507799928599,-0.0613614189677875,-0.00794598897103513,-0.00362707207958417,3
"515",15,-0.150512620945695,-0.0503214844405835,-0.164402176295653,-0.00468804038111443,3
"516",16,0.087413313973518,-0.0300274869989456,0.11464666759515,0.015457035462247,3
"517",17,0.18239015992055,-0.0588701224557303,0.0337660828930832,-0.0236670921226274,3
"518",18,0.0119902407858913,-0.0507563047538291,0.0913138858243152,-0.000915578264533888,3
"519",19,0.0571259778279297,-0.0181956987445495,0.150718494665422,0.0211980133904176,3
"520",20,-0.0335982473279823,-0.001729879689916,0.0370538688914784,0.0507136373197753,3
"521",21,0.298543147304436,-0.0912850725726939,0.222129885536369,0.000376259676219126,3
"522",22,0.135168969542784,-0.0527365269041213,0.0954754510421754,0.0184196364410694,3
"523",23,0.0822277076092102,-0.0564241136390295,0.0312166764874773,-0.0305444940184827,3
"524",24,0.117121656384346,-0.0911560880057358,0.0504083056708498,-0.00390254911500133,3
"525",25,-0.182261017968724,-0.0608286454386556,-0.119825289966243,0.0387285681162812,3
"526",26,0.163366736590293,-0.0830877146439772,0.154869793276838,0.0180196826289174,3
"527",27,-0.0977781435734674,-0.0613452461431012,-0.0708057317062581,-0.0207095532412216,3
"528",28,-0.120950764831354,-0.0821025746695522,0.00841702779623611,-0.0273927094313395,3
"529",29,-0.0548414880876262,-0.0587864343828559,-0.0371268513172518,0.00916702809047512,3
"530",30,0.066079843368233,-0.0629576480409142,0.0182077297146181,0.00012289353333065,3
"531",31,-0.182151248673411,-0.0751244287546847,-0.158796798871351,0.0196901994228948,3
