"true.eff","delta","IF","PI","IF.sd","PI.sd"
2,3,2.04603753553503,2.09689222107571,0.0249480088958159,0.0586954045709518
2,3,2.11362341966437,2.09206798168993,0.0262614615426469,0.0586734553156622
2,3,2.10458545456713,2.05718251658749,0.027304913758619,0.0571322779106877
2,3,1.95524414120862,1.98290321170143,0.0249783608595891,0.0573797347892321
2,3,2.02721791046563,2.01028095472884,0.0263331054435489,0.0604657200777466
2,3,2.06663033602798,2.00886640639539,0.0256954053278575,0.0592932478502269
2,3,2.05019770240676,2.03980987322173,0.025915662081154,0.058782106802101
2,3,2.01812103006974,1.99245637201647,0.0252305160429908,0.0578653674892653
2,3,1.98060749222133,1.9717219245115,0.0272865677062786,0.055264353684613
2,3,2.04776453393421,2.04439584456355,0.0252915020554107,0.0592115233436505
2,3,2.00887357384613,2.0434497178586,0.0268772955290822,0.0575095949968836
2,3,2.0153581783387,1.99497069214767,0.0256059877171868,0.0580205418065529
2,3,1.95806193804096,1.97232766564873,0.0252178335592851,0.0572273139686329
2,3,2.00417693749758,1.97075897510574,0.0257702952585742,0.0560867331932266
2,3,2.03393909322903,2.04344802200244,0.0252284596623745,0.0583271782425379
2,3,1.89337808141324,1.88082325989679,0.0252609539583796,0.0555690011457375
2,3,2.05123965313977,2.10200133577966,0.0268791787430379,0.0598688076851343
2,3,1.93184353261278,1.9418834830574,0.025659983125712,0.0586896683515141
2,3,2.01554930375629,1.98372740102241,0.0268201499242958,0.0559548295343603
2,3,1.98992416034542,1.97692461780981,0.026467009890394,0.0574288606972972
2,3,2.06201953763954,2.05022629653915,0.0252506384811203,0.0582479024915195
2,3,2.08197361246518,2.08191632774909,0.0268396429068872,0.0588504817550677
2,3,2.13976716820065,2.17229832003018,0.0249594093142027,0.0612176866765667
2,3,2.0290525517468,2.02203130424012,0.0257057645777711,0.0580943472062219
2,3,2.09498839812608,2.1205177998318,0.0260695442865856,0.0591574978616343
2,3,2.03205888900943,2.05669846727817,0.0276794292317286,0.0569011627929873
2,3,1.9400787541612,1.91029110073737,0.024801597289568,0.0567835334575425
2,3,2.0073059162697,2.04226445381843,0.0264796251928049,0.0573748940948448
2,3,2.08147684668474,2.08874071529444,0.0269241296635526,0.060106284942666
2,3,2.12631795193878,2.06866115707696,0.0274034751756808,0.0586469537754115
2,3,2.06919921431113,2.02580076064849,0.0277310204403633,0.0576958349377344
2,3,1.95958959887392,1.96715978153564,0.0256186439144521,0.0589697888699621
2,3,2.05920385030031,2.04403638816501,0.0261718694492964,0.0579839044819372
2,3,2.06510621348787,2.05397144067973,0.026352524413365,0.0600599748062896
2,3,1.98037947186454,1.92437051668292,0.025023150040079,0.0562311406030254
2,3,2.0431064956747,2.02921033867835,0.0271783733530984,0.0585509026111077
2,3,1.98230836606207,1.97281158787014,0.025467170198998,0.0564822310075094
2,3,1.92927980051811,1.92220619973666,0.0245813156653835,0.0556288314948014
2,3,1.98869126025636,1.98673105808078,0.0263121395274566,0.0567285616424271
2,3,2.06740417281185,2.09289695496713,0.027892236024929,0.0603655853309392
2,3,2.16337630202218,2.14661003830089,0.0279495842313239,0.0609174809870051
2,3,1.97497664364301,1.95018606507794,0.0262281486039007,0.0557344232297623
2,3,2.13697025002483,2.16594705740825,0.0263074399827599,0.0609786584930437
2,3,1.92954768029983,1.88651467357326,0.0264513539445763,0.0581317336857764
2,3,2.00935162838129,2.01664692054762,0.0254230262892537,0.057489962693064
2,3,1.93749004085862,1.92643131971812,0.0266445905401974,0.0558656332019174
2,3,1.98909992526552,1.99640682789126,0.0250010869665473,0.05663672570402
2,3,1.98630407235391,2.008986074071,0.0246555892497255,0.057380578731341
2,3,1.97830468002409,2.03711648419105,0.0268968034251279,0.0601170399489156
2,3,2.04781898780919,2.04823168595636,0.0264571226028189,0.0587786105883432
2,3,2.03051292758288,2.01836028887094,0.0270628948244547,0.0579788341200233
2,4,2.00444158673244,2.05925734338479,0.0266472835903667,0.0584217918840751
2,4,2.2238038535929,2.20315593867056,0.0279220657736044,0.0598246230612635
2,4,2.01221415617884,2.02367090207937,0.0276038128567207,0.0546766198180785
2,4,1.92972912847539,1.90160384012945,0.0273167031465212,0.0552040654153261
2,4,1.92623164131548,1.95121978947421,0.0255958922371249,0.0569857364109706
2,4,2.10380428612483,2.13732252523515,0.0280709233153853,0.0579244199955841
2,4,2.00743579349023,2.04898582841582,0.0261568615312221,0.0562772454894942
2,4,1.83922286278835,1.84271652172144,0.0263339126023742,0.0553865185104437
2,4,2.07864207320548,2.0793844036839,0.0288566297185675,0.0558174891455871
2,4,1.93013700755026,1.9549801853087,0.0280227991181839,0.0560714293601155
2,4,2.04332538589111,2.0681054672524,0.0258223555966354,0.0563650857954658
2,4,2.01045536122239,1.97348406544869,0.0257546745569577,0.0539274178583907
2,4,1.93321225580652,1.93411846781548,0.0267457395434642,0.0540569547854873
2,4,1.72604592919737,1.74864548119663,0.0259661049671433,0.0552431813105422
2,4,2.14579021381204,2.14597412054677,0.0274120701028485,0.0594345468538543
2,4,2.16349488893091,2.15247175159098,0.0272264624076291,0.057474952483062
2,4,1.99954980400575,2.03477695925032,0.0267284007789477,0.0558546260542837
2,4,2.1904917435127,2.2390737835546,0.0277311792827076,0.0599601292452598
2,4,1.97277023690776,1.99426280702078,0.0266886608343347,0.0558386739940919
2,4,2.05181432461214,2.09314965149963,0.0275548363020004,0.0596212339134816
2,4,1.97064467561009,2.00942474984667,0.0263587871428161,0.0558075050151652
2,4,1.92870294570985,1.94394295276188,0.0267823896907524,0.0546541069974877
2,4,1.92355967901485,1.92689983557909,0.0266403520697375,0.055495110823164
2,4,2.07772529049618,2.11128263570387,0.0282096998335749,0.0581842691833815
2,4,2.04382991330376,2.05368237704511,0.0275411299136656,0.0577900645580635
2,4,2.03391097597656,2.0181316308171,0.0265364478686561,0.0556442061384041
2,4,2.09739597685701,2.10829224707507,0.0282302142944947,0.0567999677297468
2,4,1.84101849088129,1.84001941144572,0.0261388861909162,0.0538742941012811
2,4,2.04769588511336,1.967969835315,0.0281328950923282,0.0548645115577936
2,4,1.966954731423,1.98669438264512,0.0259764096931109,0.0557105294522695
2,4,1.96918892258313,2.00949251254541,0.0293100851533907,0.0550843409274138
2,4,2.15002040427017,2.1128915031731,0.0267120426476944,0.0592832782035187
2,4,1.95050473318201,1.84689029188044,0.0272327675030438,0.0543767257706301
2,4,2.05381412882015,2.08226277939264,0.0266574381426203,0.0583544346494332
2,4,2.10238615476605,2.0595701313834,0.0258103538792079,0.056761510672977
2,4,2.0335344257037,2.01999729447824,0.027431544328124,0.0576694563025895
2,4,2.0042724067184,1.96715938515504,0.0279587191423379,0.0553247954165997
2,4,1.99149969811224,1.99138103320278,0.0255294378305783,0.0548583203895459
2,4,2.06744089637537,2.06254196595044,0.027927986328146,0.0577064806026099
2,4,1.84043391615746,1.86624840260292,0.0264353669324302,0.0543988796302274
2,4,2.00870946543086,1.97119969187673,0.026418260016124,0.0562339758025175
2,4,2.06641805595017,2.05411927792577,0.0271178918231562,0.0545390694013756
2,4,1.98620883919472,1.98325993945058,0.0285440069083859,0.0545856369348179
2,4,2.19714278738772,2.22156755450684,0.0279562921856962,0.0582611272898736
2,4,1.99006191837314,1.9984382612113,0.027667623849131,0.0584867957992414
2,4,1.89002946715337,1.94262499089235,0.0257850711027983,0.0548197719429309
2,4,1.99366292076636,2.06017147875477,0.0262157307573152,0.0556542430477448
2,4,2.04224980243614,2.04617249523681,0.0265171890417352,0.0556440155256801
2,4,1.94806993536673,1.94320946670841,0.0246626053142144,0.0551229395243678
2,4,2.00207972682262,2.04369937677377,0.028806148760134,0.0569234468037911
2,4,2.04613581680786,1.98422644771132,0.02629383381204,0.0567157371331012
2,4,2.07303503379411,2.02307784753642,0.0259698936565676,0.0573786216604807
2,4,2.12287391702874,2.12710081866694,0.0279813484396867,0.0585612047509133
2,4,1.96206881775466,1.96691045976036,0.0271206794175086,0.0557101850706293
2,4,1.97801548374508,1.98491971212559,0.0270813955672275,0.0569079493535593
2,4,1.91256076649843,1.90632274319997,0.026193065597434,0.0556954603160088
2,4,2.0429681798724,2.00736742067192,0.0271614219621928,0.0553706332717812
2,4,1.93764528127102,1.93875428746404,0.0283260384867461,0.0569130929861316
2,4,1.94127809833181,2.00138762896314,0.0267098038112739,0.0556688647047804
2,4,2.00301970031308,1.98344041136177,0.0265483627621196,0.0560509113034496
2,4,1.85611417699283,1.84794612536896,0.0275013031461194,0.0549147942708509
2,4,2.1235958147729,2.11410742038006,0.0273548098074544,0.0590751984118185
2,4,2.05722680588325,2.01022647924622,0.0259708578335229,0.0543603234280129
2,4,1.93512411234542,1.87185405861064,0.0291740603749616,0.0551972225107413
2,4,1.9519968399527,1.95501685828876,0.0254973557998303,0.0566437176213982
2,4,2.01556400257021,2.00066202380066,0.0269217318142171,0.0553119898524761
2,4,2.02707821470931,2.05481545998603,0.0258277009083498,0.0582339685588504
2,4,1.99242799658908,1.95885319708871,0.0270925102158186,0.0579696417794025
2,4,1.97058593517177,1.97542895128423,0.0272294048861454,0.0561862973837085
2,4,2.06278832360708,2.10473825266459,0.025915458885061,0.0579722915080954
2,4,2.02880190841696,2.03380111116878,0.0258308930655628,0.0599993725622264
2,4,1.87771449040233,1.87088795581112,0.0264246762763576,0.0562431031863699
2,4,1.99098769933551,1.97248054879532,0.0276985756971062,0.0559004847534973
2,4,2.03480133176829,2.01406217340636,0.0277174393209379,0.0549293227442588
2,4,2.1252217301395,2.13280692197787,0.0268231625106451,0.058070945537153
2,4,2.04056739005032,2.05200300269981,0.0274260887517404,0.0567065630835013
2,4,2.04231459805246,2.03506781042389,0.026950237872806,0.0574294339116093
2,4,2.11718350785724,2.14135387450575,0.030130888896208,0.0602594523735182
2,4,1.92136554501564,1.9211402916664,0.0276677366141158,0.0562467882879654
2,4,2.16863804585394,2.17936835591427,0.0279153997565522,0.0590975098738385
2,4,2.11991381339071,2.11266564186057,0.0281666793712467,0.0562956846459752
2,4,2.09027168402578,2.08393323985639,0.0275699557903933,0.0568126656757618
2,4,2.05829120047295,2.0456817659937,0.0274348369347755,0.0564994109429915
2,4,2.04667118738623,2.05953252774762,0.0276606978051428,0.0564763989209643
2,4,2.05216841374524,2.05148207295575,0.0269365423127385,0.0570124443840918
2,4,2.06745499994107,2.07681965534377,0.0275484211369578,0.0560167102604908
2,4,1.89535832046149,1.89152300867181,0.0264859694217121,0.05774422549243
2,4,2.10471602631467,2.09872399607317,0.0281499895880354,0.0580344516991712
2,4,1.91767255525494,1.94415190952222,0.026216097397013,0.054014456878032
2,4,1.99905537714858,1.99695337300746,0.0277226848183299,0.0541916235221786
2,4,1.91574500059378,1.96234263082586,0.026879396466267,0.0553307549637746
2,4,2.13236456822722,2.07718743267337,0.0277257447038867,0.0571774098046572
2,4,2.13750124188059,2.17302575100755,0.0287102158887285,0.0587475734677024
2,4,2.01862183587635,2.02104929469247,0.027667348808142,0.0569209088073593
2,4,2.088653661192,2.08904809716895,0.0283960391923532,0.0570954256568367
2,4,2.00605285859393,1.99967338178479,0.0291919576908354,0.0561646104570197
2,4,2.0544406033141,2.03120708874392,0.0268894318101998,0.0558435743525242
2,4,1.90669579768243,1.89014309221092,0.0271981705508023,0.0549634341467307
2,4,2.04285777514148,2.07458789617037,0.0260304339371761,0.0558025965461553
2,4,2.00399597693177,1.98546778323272,0.0273795689221634,0.0579150947337632
2,5,1.80578709730511,1.85007108820063,0.0291382200296384,0.0536544153774381
2,5,2.04815630188573,2.06193822490187,0.0322905936327685,0.0547065324246772
2,5,2.27908337938961,2.21018061740234,0.0308393081945013,0.058571774810992
2,5,1.94938598839659,2.00072671295041,0.0281610316906032,0.0514828874760212
2,5,2.07132624978002,2.00496512498367,0.0288753830398275,0.0577978135471122
2,5,1.83592193665187,1.85244802912989,0.0256209773053791,0.0506421063947259
2,5,2.07465310014069,2.05316281120289,0.0282659596589901,0.0548039316301841
2,5,2.10038878213812,2.1273034713366,0.0307353280060906,0.0580635013261808
2,5,1.98575517850633,1.946625731325,0.0277801314726975,0.054147379834859
2,5,2.05327405908161,2.03184605814196,0.0302351869189896,0.0567379552025133
2,5,1.957469922495,1.94810723902035,0.0291731791248909,0.0540817830555286
2,5,2.03387650178196,2.00409043315591,0.0277282096399619,0.0554680097396191
2,5,2.12523127827567,2.10950802116941,0.0294203873601018,0.0569748289144925
2,5,2.16763518644174,2.20192535274983,0.031513721183343,0.0565658414305245
2,5,2.02138385496517,1.94020682118502,0.0302879736913491,0.0548625222043614
2,5,1.96859678556505,2.02169164890941,0.0276320381410775,0.0553391839896196
2,5,2.02049475245831,2.08058664413466,0.0288112571464623,0.0547537068888315
2,5,2.05758628470155,2.00209336356463,0.030456374569554,0.0546268827098365
2,5,1.88654680216578,1.93464485073477,0.0309494691468833,0.0562498719447819
2,5,1.89283416694742,1.92523024229233,0.0281353368499769,0.0537890982551015
2,5,2.00057262541878,1.98226053759476,0.0268303379197445,0.0541499620306124
2,5,1.79707920665571,1.88026192977689,0.0271383194802883,0.0535806674493357
2,5,1.87815952095114,1.85579847713386,0.0341634922563452,0.0538729701900195
2,5,2.06786352819323,2.07993029213766,0.0280943672569839,0.0567411163201444
2,5,1.91302585182472,1.93076170569014,0.0313776449350772,0.0551617647433749
2,5,2.20266224057715,2.20174854217411,0.0326175214217571,0.0561957405297508
2,5,2.13865866303997,2.13081459530864,0.0299481841474875,0.0576758326807774
2,5,2.16250504317468,2.16496180694489,0.0291774475240346,0.0575050172213158
2,5,2.08356942730726,2.01637316065303,0.0284519760152414,0.0527364598505219
2,5,1.97996096228866,1.99243206768312,0.0280797318737819,0.0549772820333382
2,5,2.1300870684242,2.09556964727362,0.0314478339670248,0.0552704435792525
2,5,1.89179295881439,1.94854664862062,0.0311771464789236,0.0571903994891151
2,5,2.03839248174742,2.01685268215101,0.0295178131428473,0.0558381927565751
2,5,1.96055798945908,1.97845041729348,0.0304722830226772,0.0565807976919684
2,5,2.01760898816645,2.07453300140155,0.0299687636030659,0.054806395446572
2,5,2.02567526539872,2.00532761813223,0.0278145181629736,0.0539509586387493
2,5,2.18167991524648,2.23128479914179,0.0297402149323594,0.0585535372932254
2,5,1.97195267690167,1.9538951482984,0.027597443063525,0.053939808002335
2,5,1.75424606241212,1.88927460944523,0.0304299220131595,0.0540353194965787
2,5,1.98116127927248,1.99198290571595,0.0277906188598763,0.0548686705797992
2,5,2.13424535805311,2.15551289239883,0.0308699155216262,0.0574149645392382
2,5,1.8701298516784,1.91109609647533,0.0307048700812846,0.0571267773645221
2,5,2.03420464649313,2.02985900183184,0.0261591026041508,0.0554202335646549
2,5,2.06392209331344,2.07115057007613,0.0333938296942223,0.0580317091833261
2,5,2.06746061240348,2.06824336450298,0.0294224644833185,0.0559807702109838
2,5,2.00998704230822,2.06545113262791,0.0298500315101949,0.0560074514549056
2,5,1.96639808989768,1.925195902769,0.028760228212664,0.0556738184120164
2,5,2.24106853251963,2.23199841583404,0.0281548263745093,0.0590038996486839
2,5,2.05250895997346,1.98913813791114,0.0287191410127032,0.054315585832966
2,5,1.88230477255517,1.87616177667535,0.0280875850547561,0.0547133002054528
2,5,2.05132628250759,2.12027361775019,0.0275763237319101,0.0569062092375879
2,5,1.91539874162628,1.97643110868279,0.0292826363105879,0.0557524965004019
2,5,2.00977339884678,1.97670287301681,0.0288158709342662,0.0530404217971106
2,5,2.085140746433,2.06851894480412,0.0310577603827378,0.0567558679481778
2,5,1.93430845803745,1.92510244243778,0.0275546702805305,0.0554728090991768
2,5,2.1114325029741,2.09030651271343,0.0297204412613803,0.0557872268214677
2,5,1.98561819610709,2.01420751936339,0.0293708217207904,0.0557139661263581
2,5,1.99029915201123,1.95285333408131,0.0296638416495829,0.0548193545227231
2,5,1.94266591547411,1.8829238235382,0.0292212922263493,0.0526290266751406
2,5,1.92120072158354,1.93057742457508,0.028856917812611,0.0536090972247352
2,5,2.00614668205688,1.99710012236786,0.0283258427400579,0.0556033885098444
2,5,1.92965668480102,1.9227241744511,0.033381776349933,0.0542440081391612
2,5,2.08006874076657,2.09334411047426,0.0285335941715676,0.0549055558334738
2,5,2.07288982121102,2.14254300889632,0.0297339017213207,0.0588277959836605
2,5,2.21088572565302,2.2322757859566,0.0321173691001839,0.0596043314234004
2,5,2.17835297168956,2.15818393584895,0.0289164172887093,0.0566152891105337
2,5,1.98427415926632,1.96400091840509,0.0291547198765137,0.0548379858868144
2,5,1.93250145435071,1.99486970305563,0.0305555057918984,0.0544815375686436
2,5,1.98592181791836,2.02717953659628,0.0259733017541025,0.0551746176411114
2,5,2.15323808682153,2.18009146721393,0.0308003501685125,0.0559434728989183
2,5,2.03077646657576,1.95220579478625,0.0285964547487084,0.0560113215594642
2,5,2.11334365419083,2.07155880177515,0.0295711372088095,0.0564204789839255
2,5,1.96803536672984,2.0036000829485,0.0287418830018628,0.0540670491260708
2,5,2.17302853150599,2.10332081412989,0.0296647630503201,0.0562956252216637
2,5,2.02987854241305,1.97776337636425,0.0319707116143384,0.0546590538679778
2,5,2.22484099851778,2.16164453245535,0.0319547694630469,0.0550278723284144
2,5,2.03012690889327,1.99492377204486,0.0329174311171248,0.0530448699568353
2,5,2.0657337778264,2.09096609651133,0.0292159783013838,0.0557982906178047
2,5,2.04178992108918,2.04929350590557,0.029785625982201,0.0540070199081631
2,5,2.08206884193308,2.03609243689217,0.0280794953114333,0.056520982865119
2,5,2.04924948503419,2.14120689409882,0.0288882920283513,0.0571565101677943
2,5,1.88898999552381,1.91219953350588,0.0292587238752968,0.0535175026267584
2,5,1.96445535062059,2.00985018580239,0.0274818227639047,0.057034040891544
2,5,2.15967607992953,2.22800509359297,0.0329347830771638,0.0587452054311399
2,5,1.98605296228681,2.01270878936108,0.0276023995861325,0.0558407911120459
2,5,2.03867738504559,2.03821424121403,0.029265514364234,0.0554455923743934
2,5,2.05751427168116,2.06721425327245,0.0272045040325468,0.0549451281656047
2,5,2.02440095423731,1.98922375706988,0.0277823896256759,0.0548460904078251
2,5,2.14333722059196,2.10769075827989,0.0297987892504366,0.0551266180584201
2,5,1.98387299286719,2.09268277656203,0.0300684218071499,0.0549734958833581
2,5,2.03503952515609,2.01293269478331,0.0268932975911362,0.0561066059143137
2,5,2.11701000053061,2.16754008526292,0.0306649521284774,0.0578089310731468
2,5,2.07632054594582,2.06950026626236,0.0284870604867187,0.0552234888091476
2,5,1.93090033277832,1.85827165928321,0.0270579422078437,0.0550853361312495
2,5,1.9220792280017,1.87985209602193,0.0363335993011451,0.0557750738670852
2,5,2.00301077699654,2.02698666007969,0.0290152229339099,0.0535314057602944
2,5,2.13818282828994,2.09235598093594,0.0302310056473636,0.0576130366693232
2,5,2.08304689058775,2.07251052406805,0.0277100524932162,0.0549452160521769
2,5,2.1603940772266,2.12339068234752,0.029346960227409,0.0556282077622715
2,5,1.97982293822127,1.96535253617618,0.0264746233233618,0.0530600698959107
